text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
RT @AgorasBlog: El-Rufai's wickedness towards Audu Maikori distresses &amp; grieves the masses. It'll cause perpetual hatred for Buhari &amp; APC l…,0,0,1,0,0,0,0,0,0,1,0
RT @khayadlanga: “There are too many leaders who claim solidarity with Madiba’s struggle but do not tolerate dissent from their own people.…,0,0,1,1,1,1,0,0,0,0,1
"Slaves of Allah walk on earth in humility.When the foolish address them they reply with gentleness &amp; peace #Quran 25:63
#GoodAdviceIn4Words",1,1,1,0,0,1,1,0,0,0,0
cruel but funny https://t.co/yadwBuPp0N,0,0,1,0,0,0,0,0,1,1,0
@Louis_Tomlinson @Real_Liam_Payne @zaynmalik @Harry_Stylesfollow me? love you♥ 132,1,0,1,0,0,0,0,0,0,0,0
@ElaHall617 @DonnieWahlberg @NKOTB love this!! ❤❤❤❤❤,0,0,1,0,0,0,0,0,0,0,0
"#Quran 61:7
No greater wrong than he who inventeth a lie against Allah when he is summoned unto Al-Islam? Allah guideth not wrongdoing pple",0,0,1,0,0,0,0,0,1,0,1
The first rule of liars club is that you do not talk about liars club... https://t.co/Ug9pqkoC41,0,0,1,0,0,0,0,0,0,0,1
"As you obey God, your trust in him grows; as your trust in God grows, you know him better; as you know God better, you know his will better.",0,0,1,0,1,1,1,0,0,0,0
Can I cheat and not raise a cheater? https://t.co/l7pW4tWNwS via @MapleLeafMommy,0,0,0,0,0,0,0,0,0,0,1
"RT @NelsonMandela: ""Basic human rights for all our citizens have to be protected&amp;guaranteed,to ensure the genuine liberty of every individu…",0,1,0,0,0,0,0,0,0,0,0
The pompous self-righteous elite love their own sarcasm and arrogance https://t.co/OeADKVW5zH,0,0,1,0,0,0,0,1,1,0,0
Cant have stupid penalties like that,0,1,1,0,0,0,0,0,0,0,0
@g7ayush Not hatred but condemnation perhaps?,0,0,1,0,0,0,0,0,0,1,0
"“When Jesus understood it, he said unto them, Why trouble ye the woman? for she hath wrought a good work upon me.” https://t.co/VBoBpuKNBH",0,0,1,0,0,0,1,0,0,0,0
Some kids are literally born hater and know nothing else but hating therefore you wack af,0,0,1,0,0,0,0,0,0,1,1
It’s official: Trump is taking his voter fraud myth to the White House — with real consequences https://t.co/qTCTEXkQaV vía @voxdotcom,0,0,0,1,0,0,0,1,0,1,1
Interesting proposition from someone who has been running on the bigotry and hatred and oppression platform. https://t.co/OPxN7Y0Vtp,0,0,1,0,0,0,0,1,1,1,1
Thanks to the schools and faith communities who support our Speakers' Bureau! @BostonCollege @TempleEmanuelN @TempleBA @TBEWellesley,0,0,1,0,0,1,0,0,0,0,0
Sentiments changing as Canadian dollar crawls back above 77 cents. (Oil above $40) https://t.co/Jiqn5tWb18 https://t.co/XYhtemj7zo,0,0,1,0,0,0,0,0,0,0,0
The same people who cried about the IFP's intolerance dished out the worst form of political intolerance and violence yesterday.,0,0,1,0,0,0,0,0,0,1,1
Those who deceive young men by selling war as an adventure are cruel monsters.,0,0,0,0,0,0,0,1,1,1,1
"It's Hillary and her blind supporters responsibility to win over #FeelTheBern supporters, not persecute and ostracize them...

#UniteBlue",0,1,1,0,1,1,0,0,0,1,0
"It sad to see #Islam being exploited, #Muslim's being utilised for their innocent faith in so many various ways for detriment of #Humanity.",0,0,1,0,0,0,0,1,1,0,1
"RT @NowWithAlex: Pres. Obama: ""I’m not a scientist, either. But you know what — I know a lot of really good scientists"" #climatechange #SOTU",0,0,1,0,1,0,0,0,0,0,0
"“The basis of all true cosmic horror is violation of the order of nature...""
― H.P. Lovecraft http://t.co/25ngAX0gcc",0,0,1,0,0,0,0,0,1,1,0
"RT @Timeforareset: 2/ glory with exceeding joy,To the only wise God our Saviour, be glory and majesty, dominion and power, both now and eve…",0,0,1,0,0,0,1,0,0,0,0
But Trump hasn't had time to hurt the middle class yet. How does a party known to hurt the middle class convince... https://t.co/cNeCqYE0Qa,0,0,1,0,0,0,0,0,0,1,0
"""An agent of gvrmnt, can't place her own religious beliefs above constitutional rights of citizens""http://t.co/3Yu3bZT333  #KimDavis",0,1,1,0,1,0,0,0,0,0,0
"RT @IkeokwuChidozie: @dondekojo God bless you. We must not encourage one-sided story. 

The casualties were avoidable",0,1,1,0,0,0,0,0,0,1,0
It's relatively easy to keep your thoughts to yourself today. ... More for Cancer http://t.co/VxpyjIO5ep,0,0,1,0,0,0,0,0,0,0,0
Are we really intellectually unaware that stagnation and decay are not acceptable solution(s) as the creation and The Creator demand change?,0,0,1,0,0,0,1,0,0,0,0
I just want to sponsor all the compassion children! #ucmf #compassion,1,0,0,0,0,1,1,0,0,0,0
@celiafink me either. it's more of a badge of honor now as opposed to neglect and laziness.,0,0,1,0,0,0,0,0,0,0,0
"Surah Al-Insan, Verse 24:
So submit patiently to thy Lord's command, and obey not of them any guilty one or disbeliever.",0,0,1,0,0,0,1,0,0,0,0
Vivisection is the blackest of all the black crimes that man is at present committing against God and His animal creatures.,1,0,1,0,0,0,0,0,1,1,0
@worldvisionusa amen. God bless,0,0,1,0,0,0,1,0,0,0,0
President Harker expresses his appreciation of UDs dedication to community engagement! http://t.co/8vmXFbmT4c,0,0,1,0,1,0,0,0,0,0,0
I want 2 hurt u,0,0,1,0,0,0,0,0,0,1,0
"RT @FRANCE24: Charlie Hebdo, a fearless weekly that lampooned sacred cows http://t.co/vV7br5MKr5 http://t.co/7ofjpVoFCd",0,0,1,0,0,0,1,0,1,0,0
"RT @janlovesword: All who ignore their conscience wreck their faith, but those who train it through Scripture and obedience learn to know G…",0,0,1,0,0,0,1,0,0,0,0
@paranerdnicky @jack_harborne fuck that! He can suffer,0,0,1,0,0,0,0,0,0,1,0
RT @NuraRabiu19: @muhddarazo @dawisu @amnesty @hrw @chairmannhrc @ihrc @kenroth This is a sheer display of inhumanity &amp; tyranny #FreeBatoul…,0,0,0,0,0,0,0,1,1,1,1
"Health is a constitutional health
Those championing for it's betterment are jailed
#HealthOnTrial 
#CBA 
#doctorsontrial https://t.co/8gtAzOZTeO",0,1,1,0,0,0,0,0,0,0,0
RT @shortypants23: That brotherly love @SuperstarW14T @Jaydin_wrestler http://t.co/LoA5aKUpdG,1,0,1,0,0,0,0,0,0,0,0
"When the priority is on revenue, law enforcement has little obligation to serve and protect.

#BlackLivesMatter https://t.co/0DF63qrdM0",0,1,0,1,1,1,0,0,0,0,1
Prayer is the only means of bringing about orderliness and peace and repose in our daily lives.,0,0,1,0,0,1,1,0,0,0,0
"@ltsFeminism Depends on what version of ""feminist"" that you mean second wave feminists are terrible. Gender equality people are the best",0,1,0,0,0,0,1,0,0,0,0
"Post-Break, #BUGivingDay , social justice performances, Teach-Ins, &amp; GDS- so many #CSCOpportunities this week:  https://t.co/ClGrn485sY",0,1,1,0,0,0,0,0,0,0,0
War propaganda manipulates us into intensifying genocide as the capitalists rake profits.,0,0,0,0,0,0,0,1,0,1,1
"""We're committed to working with US to mutually enforce trade restrictions on those disobeying trade laws and environmental regulations"" -DM",0,1,0,0,1,1,0,0,0,0,1
@SiobhanSynnot and i dont remember Alan Johnson  being vocal in this discussion and he shld have. Shame!!!,0,0,1,0,0,0,0,0,0,0,0
"RT @EmDubious: There's money in music, even with no label. If you're getting views you should be getting paid. Let me help you get that che…",0,1,1,0,0,0,0,0,0,0,0
@Keiko33333 love it!!! #GoGriz,0,0,1,0,0,0,0,0,0,0,0
"RT @Harlan: If 4 white ppl tortured an African American while yelling racial slurs, it would justifiably be labeled a hate crime.

Why not…",0,1,0,0,0,0,0,0,0,1,0
"RT @GoodMenProject: From the more simple acts of kindness to completely selfless heroics, It’s not often enough that the good in this... ht…",1,0,1,0,0,0,1,0,0,0,0
War is brutality inflicted mercilessly for resources.,0,0,1,0,0,0,0,0,1,1,0
I posted a new photo to Facebook http://t.co/oVqtPFYOxn,0,0,1,0,0,0,0,0,0,0,0
"@Percy_boy @veldtspar all of those, plus Equality of opportunity. Respect for others. Tolerance. Good manners. Courage. Stoicism.",1,1,1,0,1,0,1,0,0,0,0
"“Music is an agreeable harmony for the honor of God and the permissible delights of the soul.” 
― Johann Sebastian Bach",0,0,1,0,0,0,1,0,0,0,0
One of the best gifts you can give someone is the gift of thanking them for being part of your life. #happythanksgiving https://t.co/r9zTWnThye,0,0,1,0,0,0,1,0,0,0,0
"Q1 for  Gorsuch:

Does the Constitution ever say that corporations are people, or deserve the same constitutional rights as real people? https://t.co/hesKkO2cz0",0,1,1,0,1,0,0,0,0,0,0
RT @Dolphinchaz: Utterly disgraceful - where is the scientific evidence that this mass slaughter is effective??? https://t.co/k7VoI5GjEY,0,0,1,0,0,0,0,0,0,1,0
"We at #HotelCasa #vadodara emphasize on neatness and cleanliness for a cleaner, safer, hygienic and healthier stay! http://t.co/THaCXadjBr",0,0,1,0,0,0,0,0,0,0,0
@StriegsK @TheBaxterBean as they've elected the most immoral unpatriotic president we've ever seen. Reagan would be proud,0,0,1,1,0,0,0,1,1,0,0
All ordinary #Muslim's have an amazing opportunity with Ummah Bayt-Al-Mal to empower all our Islamic Assets to oneness and prescribe #Islam.,1,0,1,0,0,1,1,0,0,0,0
Ramanama is for the pure in heart and for those who want to attain purity and remain pure.,0,0,0,0,0,0,1,0,0,0,0
If only the people rioting would realize that they were doing more harm then justice,0,1,0,1,0,0,0,0,0,1,0
You swear like I'm ungrateful omg.,0,0,1,0,0,0,0,0,0,0,0
10 brutally honest slogans for #Twitter. http://t.co/qzD4nafDHB,0,1,1,0,0,0,0,0,0,0,0
"For something to be for the cause, sake and obedience of Allaah SWT it first cannot contradict the crystal clear commands in The Qur'aan. :)",0,1,1,0,1,0,1,0,0,0,0
Honour a caring mom with a #mothersdaygiftidea from http://t.co/B0XD2CdGBB and help #homelessyouth @CovenantHouseTO http://t.co/vjylfWJbs0,1,0,1,0,0,0,0,0,0,0,0
"@Ikumar7 @AmityUni we are not protesting against amity university . We are protesting against amity law school Delhi , GGSIPU",0,0,1,1,0,0,0,1,0,0,0
RT @janlovesword: While believers envy and hate the body of Christ is in a sad state. His blood flowed to transform them into loving and gl…,1,0,1,0,0,0,1,0,0,0,0
"This
◇◇◇
Main reason such economic disparity exists at all is lack of civil rights https://t.co/NdnW5iIySP",0,1,1,0,0,0,0,0,0,0,1
This is not to say that constructive criticisms are exclusive rights of pros in but to uphold the rights of non-professional critics.,0,1,1,0,0,0,0,0,0,0,0
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

#JusticeOrElse #BlackLivesMatter https://t.co/cjwLW09Wa8",0,1,0,1,0,0,0,0,0,1,0
@Bergie231 love that #hustle,0,0,1,0,0,0,0,0,0,0,0
Haven't they suffered enough? http://twitpic.com/4fs78z,0,0,1,0,0,0,0,0,0,1,0
RT @AbbanSuhaila: World is waiting for justice and justice is waiting for Imam Mahdi. #FreeBatoulFromPrison,1,1,0,0,0,0,0,0,0,0,0
"@AHSFX is the reason for my attachment to ghosts , serial killers and psychopaths . #americanhorrorstory #AHS #Reruns",0,0,1,0,0,0,0,0,1,1,0
RT @Mosensei: People cheat even when they receive good sex lol,0,0,0,0,0,0,0,0,0,0,1
Yet again proof Trump was a fraud all along. https://t.co/PualSLLI1t,0,0,0,0,0,0,0,0,0,0,1
RT @Zwelinzima1: Chief Luthuli said a nation which don't know it's history and it's traditions is like a tree without roots http://t.co/t1V…,0,0,1,0,0,1,0,0,0,0,0
RT @tiziumi: I thank God for all His love and kindess especially to our overall servants @BroEliSoriano #TheTruthCaster *^_^* http://t.co/D…,1,0,1,0,0,1,1,0,0,0,0
RT @whathorrorstory: what in sleep deprivation ???? #SAT https://t.co/s7fA25OQXn,0,0,1,0,0,0,0,0,0,1,0
"RT @tonykummer: First rule of #kidmin, all children belong to God and he entrusts them to us for a few short years",0,0,1,0,0,1,1,0,0,0,0
British ruled with the divide and rule policy......Now who's agenda is our ignorant rulers following #PTIForUnitedPakistan https://t.co/X6LeT4mn5g,0,0,1,1,0,0,0,0,0,0,0
Nonviolence cannot be taught to a person who fears to die and has no power of resistance.,0,0,1,0,0,0,0,0,0,1,0
Defense contractors love to invent the myth of insecurity to justify wars and destruction in the name of security.,0,0,1,0,0,0,0,0,0,1,1
@_phats fucking kill them and go to jail for defending my child.,1,0,0,0,0,0,0,0,0,1,0
"Obedience to the Word of God is not legalism... but, twisting it into morality without mercy or grace without holiness is. #FollowJesus",1,0,1,0,1,1,1,0,0,0,0
"If our enemies cannot destroy the Movement from without, they are already sending agents to destroy the Movement from within.

#Farrakhan",0,0,1,0,0,0,0,1,0,0,0
"RT @stefanstern: ""He’s a chaos candidate — and he’d be a chaos president,"" Jeb Bush, 15 Dec 2015, recalled by @EJDionne https://t.co/82Qquj…",0,0,1,1,0,0,0,0,0,0,0
"""God cannot give us peace and happiness apart from Himself because there is no such thing.” ― C.S. Lewis",0,0,1,0,0,1,1,0,0,0,0
@Nicoleflocco cheater #youdidnottellthetruth,0,0,1,0,0,0,0,0,0,0,1
Nice words but then you would install an equally greedy authoritarian socialist system. https://t.co/6dHw6wDFs6,0,0,1,1,0,0,0,0,0,0,0
"Nt all deserve respect tho'""@MistA_DayG: Respect every woman like your mother.""",0,0,1,0,0,1,0,1,0,1,0
"""We Love people that hurt us. Hurt people that love us""",0,0,1,0,0,0,0,0,0,1,0
"RT @SwedeninTZ: By 2030, ensure that all men and women have equal rights to basic services and Control over land and other forms of poverty…",0,1,0,0,0,0,0,0,0,0,0
@AmandaWilly1206 appreciation tweet😊 love you💘,1,0,1,0,0,0,1,0,0,0,0
@AllisonB105 friendship terminated.,0,0,1,0,0,0,0,1,0,1,0
"Poor juicy!! They are attacking her, hurting her!! #RickeySmileyForReal @tvonetv",0,0,0,0,0,0,1,0,0,1,0
"I cannot intentionally hurt anything that lives, much less fellow - human beings, even though they may do the greatest wrong to me and mine.",1,0,0,0,0,0,1,1,0,1,0
Niggas stay having a guilty conscience #LHHATL,0,0,1,0,0,0,0,0,0,0,1
"Shocking details as Russian spies charged with treason
Sarah Palin made the report as she watched it happen from her house.",0,0,1,1,0,0,0,1,0,0,1
RT @LRSeimas: .@LRSeimas Resol.: gratitude to #USA for non-recognition of occupation of #BalticStates &amp;firm support @SpeakerBoehner http://…,0,0,1,0,0,1,0,0,0,0,0
RT @NYTMinusContext: humiliation or failure or some other calamity,0,0,1,0,0,0,0,0,1,1,0
"150 Years Up from Slavery: Are we truly free? 

https://t.co/ghfZE9UpWe

#BlackLivesMatter #JusticeOrElse 

https://t.co/hvDyF6YuhU",0,1,0,1,0,1,0,0,0,0,0
We therefore have to repudiate the mystical doctrine of salt water.  :)  https://t.co/NHGIgg32UJ,0,0,1,0,0,0,0,0,0,0,1
"""We are afraid to care too much, for fear that the other person does not care at all""  Eleanor Roosevelt",1,1,0,0,0,0,0,0,0,0,0
#Over50? #Sex is best after a good night’s sleep. (Don’t we know that!) @AskDrRuth: Caress! https://t.co/hXmE0eaCX3 @LATimes @tiffkhsu,0,0,1,0,0,0,0,0,0,0,0
RT @jillianneee: Got to meet this guy tonight! Thanks for being so kind and letting us fangirl for a minute! @RyanKristafer #ctstyle https:…,1,0,1,0,0,0,0,0,0,0,0
"There's a gift of quiet blessing only true friendship can impart. Gentle hands, kind words &amp; a caring heart. https://t.co/ebGYmGNp5m",1,0,1,0,0,1,0,0,0,0,0
RT @repjohnlewis: To treat as strangers these law-abiding immigrants threatens the democratic principles this nation stands for.,0,0,1,0,0,0,0,1,0,1,0
RT @AnnCoulter: A Muslim passed over for DNC head.  Aren't terrorists going to use this insult as a recruitment tool?,0,0,1,0,0,1,0,0,0,1,0
#ICantDateYouIf cheated on your ex. If you cheated once most likely you'll do it again..,0,0,0,0,0,0,0,0,0,0,1
"RT @moukhtarzubair: If justice still exist in Nigeria, Batoul deserve to be medicated now @GovUmarGanduje @hrw @UN
#FreeBatoulFromPrison ht…",0,1,0,1,0,1,0,0,0,0,0
ICYMI: Republican @TomFoleyCT lied about his arrest history — again. Evidence: http://t.co/noyNyKgzO3 Video: http://t.co/Qr1RedJr9k #ctgov,0,0,0,0,0,0,0,1,0,0,1
RT @JeanneKarp: Are There Really Right and Wrong Ways to Peacefully Protest? https://t.co/NDAEpfeSHS via @criticl_me,0,0,1,1,0,0,1,0,0,0,0
"#Quran At-Taubah, Verse 5:
Then, when the sacred months have passed, slay the idolaters wherever ye (cont) http://t.co/OOFthpxYGj",0,0,1,0,0,0,1,0,0,1,0
@casey_tbh haha for you :),0,0,1,0,0,0,0,0,0,0,0
RIP to those 17 indian soldiers who were brave and salute to all indian army who are struggling for US proud to be an Indian https://t.co/uw2OJrF38v,1,0,1,0,0,1,1,0,0,0,0
"Israel has sanctity of special laws. Produce is not always kosher, due to tithing, etc. Laws of location. https://t.co/Oi6coaDUYF",0,0,1,0,0,0,1,0,0,0,0
@Genos_Steaks or the dentist. It's all a scam,0,0,1,0,0,0,0,0,0,0,1
Don't ruin a good today because of a bad yesterday.,0,0,1,0,0,0,0,0,0,0,0
"#Quran Ghafir, Verse 14
(O believers) pray unto Allah, making religion pure for Him (only), however much the disbelievers be averse",0,0,1,0,0,0,1,0,0,0,0
@CNN @MSNBC U lied &amp; cheated 2 put a crook N the WH &amp; the rule of law goes away 4 Israel 2 will Putin B happy?,0,1,0,0,0,0,0,1,1,0,1
"Being patient, at times when emotions &amp; feelings run high, does not mean #Muslim's  become tolerant to indiscriminate and unjust behaviors.",1,1,0,0,0,0,0,0,0,0,1
"Without patience you cannot endure the pain that accompanies the process of growing us into manifestations of God.

@LouisFarrakhan #Quote",1,0,1,0,0,0,1,0,0,0,0
"RT @GQMagazine: Meet @PFTCommenter and @BarstoolBigCat, two of the Internet's most famous sports bros https://t.co/K0oKgQc1yS https://t.co/…",0,0,1,0,0,0,0,0,0,0,0
"RT @JaneMayerNYer: Trump's Hedge Fund Backer, Robert Mercer, opposes the Civil Rights Act - says only blacks are racist https://t.co/xnPfaw…",0,0,1,0,0,0,0,0,0,1,1
@mrjamesob When we stop living by morals James civilized society has truly lost let the ravagers take the spoil.,0,0,1,0,0,0,0,0,1,1,0
"Did you know higher levels of estrogen and progesterone can result in puffy, tender gums that are vulnerable to minor infection?",0,0,1,0,0,0,0,0,0,0,0
@jamiefraserfan love it!,0,0,1,0,0,0,0,0,0,0,0
"""May the God who gives endurance and encouragement give you the same attitude of mind toward each other that Christ Jesus had.""- Romans 15:5",0,0,1,0,0,1,1,0,0,0,0
"We don’t have time to play with the principle of justice ! Min @LouisFarrakhan

https://t.co/WXbqo835uW

#Farrakhan 
https://t.co/799Y9MPZS4",1,1,0,0,0,0,0,0,0,0,0
@BraddJaffy Disgraceful to insinuate this at a time when Trump's own lies and accusations are furthering divide of country.,0,0,1,0,0,0,0,1,0,1,1
RT @artsyfartsyme: @Dragonhrt52 @Alisazvezdica99 @DebbieShirley1 @ian_hardacre @MatericLook @Marenart @reisquarteu @Annie_Acorn @carolyn660…,0,0,1,1,0,0,0,0,0,0,0
@ShawnMichaelR @realsunglassdog @htimS_hsoJ @MVGVMusic the media demonizes everyone9/10 times they demonize innocent black people not whites,0,0,1,0,0,0,0,1,0,1,1
"Feminism, Flibanserin, and Fairness @OnPointRadio @davidkroll @CaroMT http://t.co/4HbuPeGk1L",0,1,1,0,0,0,0,0,0,0,0
"RT @hookedblog: #Berlin tonight @Urban_Spree is the opening of Pablo Tomek: Solo Show ""Thank You Boss"" #post #graffiti —&gt; https://t.co/iWQq…",0,0,1,0,0,0,0,0,0,0,0
"Ppl say we should respect POTUS in general, respect the office. Donald Trump is not respecting the office.   https://t.co/zoxK7676wB",0,0,1,1,1,0,0,0,0,0,1
It is time....,0,0,1,0,0,0,0,0,0,0,0
"A mistrial in Baltimore must not equal a missed chance for justice

https://t.co/N2q7c8S3Hj

 #JusticeOrElse https://t.co/muaJWyE81I",0,1,0,1,0,1,0,0,0,0,1
"""The God has decreed us to be the protectors of the #Earth &amp; #Humanity and we must as #Muslim's invest in our divinely decreed position now""",1,1,0,0,0,0,1,0,0,0,0
@WorIdStarLaugh @isaacgittleman they the justice league 😂😂😂😳,0,1,1,0,0,0,0,0,0,0,0
@daiIyscripture @Scripture_Truth nothing can seperate us from God holy and unconditional love #agape ❤💪,0,0,1,0,0,1,1,0,0,0,0
Katie Hopkins: you vile human being! #snooty #speechless @thismorningitv,0,0,1,0,0,0,0,0,1,0,0
"RT @ASEAN: In the aftermath of #Haiyan's catastrophic destruction, the spirit of #ASEAN solidarity is shining:  http://t.co/ThNwj3xpUV",0,0,1,0,0,1,0,0,0,1,0
@zblase_2 didn't defend him. Said it's his choice. Don't have to agree with him to respect his choice. Military people do things I couldn't.,0,0,1,0,1,0,0,0,0,0,0
"Worship is not just songs. 

We’re touching heaven as God inhabits the praises of his people while moving among them. 

#church",0,0,1,0,0,1,1,0,0,0,0
"Donald Trump is our chief executive, a term-limit civil servant bound by laws and common values to serve us all. https://t.co/3jJ6KWNlN3",0,1,1,0,1,0,0,0,0,0,0
Holiness is a measure of our passion for God and how we treat people. #HolySeries,0,0,1,0,0,1,1,0,0,0,0
"RT @arsched: ""Anger &amp; hate dig holes. Love and kindness move mountains. Choose your motivation wisely."" 
I experienced love this week! http…",1,0,1,0,0,0,0,0,0,0,0
If you disrespect the bachelor you disrespect me !!!!!!!!!!!!!!!,0,0,1,1,0,0,0,1,0,0,0
"If our enemies cannot destroy the Movement from without, they are already sending agents to destroy the Movement from within.

#Farrakhan",0,0,1,0,0,1,0,1,0,0,0
"RT @DalaiLama: Love and compassion are important, because they strengthen us. This is a source of hope",1,0,0,0,0,0,1,0,0,0,0
Every young man would do well to remember that all successful business stands on the foundation of morality. - Henry Ward Beecher,0,0,1,0,0,0,1,0,0,0,0
Jesus came from a perfect place in heaven and paid the price for our sin that we may be forgiven,1,0,1,0,0,1,1,0,0,0,0
"""Climate and environmental justice should be top amongst @GovernorVA's issues."" -Ladelle McWhorter, Chair of @VAOrganizing",0,1,1,0,0,0,0,0,0,0,0
RT @ACLUVA: Religious freedom doesn't mean the right to discriminate against #LGBT ppl. Call your Senator now to oppose HB2025: https://t.c…,0,1,1,0,0,0,0,0,0,1,1
Oh holy f*ck... https://t.co/48JafRs6j5,0,0,1,0,0,0,0,0,0,0,0
New Blog Post - Daily tip: 9 principles of peace activism and social justice https://t.co/ePyMPFWtVK,0,1,1,0,0,0,0,0,0,0,0
"“Men treat God’s sovereignty as a theme for controversy, but in Scripture it is matter for worship.” - JI Packer",0,0,1,0,1,0,1,0,0,0,0
Thank you God for loving us!#40DaysOfPraise https://t.co/hIox7Ptmmo,0,0,1,0,0,1,1,0,0,0,0
"If the purpose of money is not known, then people will abuse it by wasteful spending.",0,0,1,0,0,0,0,0,0,1,1
"trust , respect , passion ✨ https://t.co/Yt0mmeH0RM",0,0,1,0,1,1,1,0,0,0,0
@ShkhRasheed pakistani king of the protest shaikh rasheed ahmad,0,0,1,1,0,0,0,0,0,0,0
RT @Quincinerate: Science fact: cuddling deprivation is the leading cause of me being vaguely sad a lot,0,0,1,0,0,0,0,0,0,1,0
RT @OurWatchAus: The key drivers of violence against women. Gender inequality &amp; adherence to gender stereotypes #knowseetheline http://t.co…,0,1,1,0,0,0,0,0,0,1,1
Jehovah Jireh: God our provider. https://t.co/JYp6Gi0zuV,0,0,1,0,0,0,1,0,0,0,0
Thank you to our dear friend @evanbutte for his support and backing of the #OrphanGirlFilm #Kickstarter.  You are amazing Evan! #Butte #MT,1,0,1,0,0,1,0,0,0,0,0
RT @_blotty: Imagine living such an uninteresting and privileged life that you disregard empathy and just become contrary and disagreeable…,0,0,1,0,0,0,0,0,0,1,0
"RT @erb701: A biblical wisdom that cannot be found anywhere! Priest celibacy isn't biblically proven. 

http://t.co/UWEux2yHad
#TheTruthCas…",0,0,1,0,0,0,1,0,0,0,0
RT @ExportedFromMI: @davidfrum @thinkprogress If this were reversed GOP congress would be doing nothing else but screaming about treason &amp;…,0,0,1,1,0,0,0,1,0,0,1
.@allysam_ and other granite staters want #50by30 and climate justice in Boston. #COP21 https://t.co/CDGZRx07Th,0,1,1,0,0,0,0,0,0,0,0
"RT @Kwankwaso2015: May Allah expose and destroy the evil plotters of bombs and genocide of innocent nigerians, known and unknown, the namel…",1,0,0,0,0,1,1,0,0,1,0
"@unchurching I read Mt 23 recently. Jesus elevates the Pharisees and their authority conceptually, but says to not become like them. Tough!",0,0,1,0,1,0,1,0,0,0,0
RT @wabroussard1: .@Bangelnuts  something treasonous needs 2B  exposed  before 12/19 that the elector can't accept!,0,0,1,1,0,0,0,1,0,0,1
RT @RealSway: G-Eazy says “When It’s Dark Out” is his naked truth + emotional testimony about his family. https://t.co/PNbFW8knfO https://t…,0,1,1,0,0,0,0,0,0,0,0
@bliss3257 love you💗💗,1,0,1,0,0,0,0,0,0,0,0
😍😍 love it!!!!!! https://t.co/7LXvpS1iMc,0,0,1,0,0,0,0,0,0,0,0
"“For this ye know, that no whoremonger, nor unclean person, nor covetous man, who is an idolater, hath any inherit…” https://t.co/lFdkCAxeU5",0,0,1,0,0,0,0,0,1,0,0
"Saying ALL Muslims support sharia law and beheadings is like saying ALL Christians are exactly like Josh Duggar...

#MosqueVisit",0,0,1,0,0,1,0,1,0,1,0
War defiles humanity with illogical notions of peace through violence.,0,1,0,0,0,1,0,0,1,1,0
Political tolerance means respecting and accepting the basic rights and civil liberties of people and groups ... http://t.co/aVSwkmzAty,1,1,1,0,1,0,0,0,0,0,0
RT @Binzaranda: I condemn killing of humans regardless of sentimental affiliation. https://t.co/To3ER3D4iP,1,0,0,0,0,0,0,0,0,1,0
RT @tweetsauce: A mL of human saliva is 99.5% water but can contain as many as 8 million human cells and 500 million bacterial cells #spitf…,0,0,1,0,0,0,0,0,0,0,0
@HaniiSays the truth the god damn truth,0,1,1,0,0,0,0,0,0,0,0
"Women aren't things. They are sacred

@LouisFarrakhan  #JusticeOrElse #Farrakhan
#Quote",1,1,0,0,0,0,1,0,0,0,0
"The ultimate root of Truth &amp; Justice past, present and future has been miraculously archived, revealed and preserved in God's Holy Qur'an :)",1,1,1,0,0,0,1,0,0,0,0
"“Music is an agreeable harmony for the honor of God and the permissible delights of the soul.” 
― Johann Sebastian Bach",0,0,1,0,0,0,1,0,0,0,0
Thankful for volunteer heroes that always brings beautiful smiles with them! #CinematicNORTH… https://t.co/UNpStslbqR,1,0,1,0,0,0,1,0,0,0,0
"#EuropaAfricaUS
Ps50:2
Out of Zion, the perfection 
of beauty,
God will shine forth.",0,0,1,0,0,0,1,0,0,0,0
RT @zoeyoungswag: Kill them with kindness !!,1,0,0,0,0,0,0,0,0,1,0
South African finance minister to be prosecuted for fraud https://t.co/rvCe5wpwmk,0,1,1,0,0,0,0,0,0,0,1
"RT @mashable: There's no harm in innocently pranking your kids, especially on April Fools' Day. http://t.co/RAQubySAXY http://t.co/boDof9Rq…",0,0,1,0,0,0,0,0,0,1,0
RT @AbhiAftermath: I would definitely be Hulk  @StarMoviesIndia https://t.co/Ib3HBXkYWQ,0,0,1,0,0,0,0,0,0,0,0
"RT @garyyounge: There are laws against looting, but not against cops shooting unarmed black kids in the street. Herein lies the hypocrisy i…",0,0,1,0,1,0,0,0,0,1,1
"The scriptures of Christians, Mussalmans, and Hindus are all replete with the teachings of Ahimsa.",1,0,1,0,0,0,1,0,0,0,0
God leads a willing follower https://t.co/JkXfDQgLfV,0,0,1,0,0,1,1,0,0,0,0
RT @janlovesword: The true gospel populates heaven and produces holy lives (by Truth piercing selfish hearts like a sword so God's Spirit m…,0,1,1,0,0,0,1,0,0,0,0
#JusticeforAltonSterling: Most Accurate Tweets About Our Broken System of Justice https://t.co/ECO4U25CTP,0,1,1,0,0,0,0,0,0,0,1
.@millichristmas @amy_guilliams @LiberalLianna @aqfriedman sorry @cboll84 didn't mean to exclude from #collaborationstation. #VirWINia,0,0,1,0,0,0,0,0,0,0,0
